Gender_F,Race_BLACK,Age_at_Release_18-22,Age_at_Release_23-27,Age_at_Release_28-32,Age_at_Release_33-37,Age_at_Release_38-42,Age_at_Release_43-47,Age_at_Release_48 or older,Gang_Affiliated,Prior_Arrest_Episodes_Felony_high,Prior_Arrest_Episodes_Property_high,Prior_Arrest_Episodes_Drug_high,Prior_Conviction_Episodes_Felony_high,Percent_Days_Employed,Jobs_Per_Year,Avg_Days_per_DrugTest,DrugTests_Cocaine_Positive,Delinquency_Reports_high,Supervision_Risk_Score_First,Recidivism_Within_3years
False,True,False,False,True,False,False,False,False,False,1,0,0,0,1.0,1.808168317,89.77777778,0.0,1,7.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.186412593,0.453914664,344.8571429,0.0,1,6.0,False
True,False,False,False,False,False,False,False,True,False,1,0,0,1,0.708029197,0.999771898,78.28571429,0.0,0,3.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,0,0.964805825,0.221632282,68.66666667,0.0,1,8.0,False
False,True,False,False,False,True,False,False,False,False,1,1,0,1,0.0,0.0,120.6,0.0,0,10.0,False
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.943262411,1.0,70.5,0.0,0,7.0,True
False,True,False,False,False,False,False,True,False,False,1,0,0,1,0.0,0.0,398.0,0.0,0,5.0,True
False,False,False,False,False,False,False,True,False,False,1,1,0,1,0.25577812,0.562788906,34.15789474,0.052631579,0,10.0,False
True,False,False,False,False,False,False,True,False,False,1,1,1,1,0.381201044,0.953655352,95.75,0.0,1,9.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,1,0.605564648,0.597790507,55.54545455,0.0,1,9.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.878930818,0.574292453,33.47368421,0.0,0,5.0,False
False,True,False,False,False,True,False,False,False,False,1,1,0,1,0.01242236,1.0,32.2,0.0,0,5.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,1,0.0,0.0,471.5,0.5,0,1.0,True
False,True,False,False,False,False,True,False,False,False,1,0,1,0,0.227994228,0.527056277,69.3,0.0,0,7.0,False
False,False,False,False,False,False,False,True,False,False,1,0,0,0,1.0,1.634228188,37.25,0.0,0,6.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,0,1.0,0.920025189,132.3333333,0.0,0,5.0,False
True,True,False,False,False,True,False,False,False,False,1,1,0,1,0.859838275,0.984501348,185.5,0.0,0,7.0,True
False,True,False,False,False,True,False,False,False,False,1,1,0,1,0.071763917,0.244969819,372.75,0.0,0,6.0,True
False,True,False,False,False,False,False,True,False,False,1,0,0,0,0.894085282,1.004814305,33.04545455,0.0,0,1.0,False
False,False,False,False,False,True,False,False,False,False,1,1,0,0,0.876319759,0.550904977,33.15,0.0,0,9.0,False
False,True,False,False,False,False,True,False,False,False,1,0,0,0,0.2890625,0.951171875,25.6,0.0,0,5.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.651072125,1.423976608,34.2,0.0,0,4.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,0,1.0,1.0,7.857142857,0.0,0,6.0,True
False,False,False,False,False,False,False,True,False,False,1,1,0,1,0.153036437,0.295748988,137.2222222,0.0,0,10.0,True
True,False,False,False,True,False,False,False,False,False,1,0,0,0,0.173202614,2.0,30.6,0.200000003,1,10.0,False
False,False,False,False,False,True,False,False,False,False,1,0,1,0,1.0,3.0,40.25,0.0,0,8.0,True
False,False,False,False,False,False,False,False,True,False,1,0,1,1,0.0,0.0,43.57142857,0.0,1,6.0,False
True,True,False,False,False,True,False,False,False,False,1,0,0,0,1.0,0.951171875,38.4,0.0,0,5.0,False
False,False,False,False,False,False,False,False,True,False,1,0,1,1,1.0,1.0,23.73333333,0.0,0,3.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.974421437,0.444884287,164.2,0.0,0,8.0,False
True,True,False,False,False,False,False,True,False,False,1,1,0,1,0.673913043,1.0,23.0,0.5,0,6.0,True
False,False,False,False,False,False,False,True,False,False,1,1,0,1,1.0,1.0,95.33333333,0.0,0,2.0,True
True,False,False,False,False,False,True,False,False,True,1,0,0,1,0.0,0.0,24.73333333,0.0,1,8.0,False
False,True,False,False,False,False,False,False,True,False,0,0,0,0,0.0,0.0,117.0,0.0,0,4.0,False
True,False,False,False,False,False,False,True,False,False,1,1,0,1,0.459378134,0.366349047,142.4285714,0.0,0,10.0,True
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.395209581,1.0,66.8,0.0,0,4.0,True
False,False,False,False,False,True,False,False,False,False,1,0,1,1,0.473520249,0.379283489,64.2,0.0,0,6.0,True
False,False,False,False,False,True,False,False,False,True,1,1,0,1,0.0,0.0,36.75,0.0,1,10.0,True
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.159137577,0.375,121.75,0.0,0,4.0,True
False,False,False,False,False,False,False,False,True,False,1,0,0,1,0.484888305,0.239980289,50.73333333,0.0,0,2.0,True
False,False,False,False,False,False,False,False,True,False,1,0,0,1,0.811881188,2.0,10.1,0.0,0,3.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.665924276,1.626948775,74.83333333,0.0,0,9.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,0,1.0,1.383522727,55.57894737,0.0,0,10.0,True
False,False,False,False,False,True,False,False,False,True,1,1,0,1,0.970792768,0.507997218,47.93333333,0.0,0,10.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.411483254,0.699043062,37.32142857,0.035714287,1,5.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.109181141,0.906327543,80.6,0.0,1,6.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,1,1.0,2.0,10.4,0.0,0,6.0,True
True,True,False,False,False,True,False,False,False,False,1,1,0,1,0.74291498,0.73937247,19.76,0.079999998,0,8.0,False
True,False,False,False,False,False,True,False,False,False,1,1,0,1,0.296613995,0.16489842,123.0555556,0.0,0,10.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,1,1.0,2.320099819,9.752212389,0.0,0,6.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,0,1.0,2.0,120.758746432,0.010188437,0,5.0,True
False,False,False,False,False,True,False,False,False,False,1,0,1,0,1.0,2.0,13.6,0.0,1,8.0,True
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.0,0.0,68.875,0.0,1,10.0,False
True,False,False,False,False,False,False,True,False,True,1,0,0,1,1.0,0.767331933,3.152317881,0.0,1,9.0,False
False,False,False,False,False,False,False,True,False,False,1,0,0,0,0.924214418,1.350277264,45.08333333,0.0,0,5.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,1.0,2.0,10.48148148,0.0,1,3.0,True
True,False,False,False,False,False,True,False,False,False,1,1,0,1,0.0,0.0,13.3902439,0.0,0,3.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,0,0.713286713,1.0,35.75,0.0,1,6.0,True
False,True,False,False,False,True,False,False,False,True,1,0,0,1,0.0,0.0,91.254274385,0.0,1,5.0,False
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.329479769,1.0,17.3,0.0,1,2.0,False
False,False,False,False,False,False,False,False,True,False,1,1,0,0,0.0,0.0,231.0,0.0,0,6.0,True
False,True,False,False,False,False,True,False,False,True,1,0,0,1,0.555555556,2.0,70.2,0.400000006,0,5.0,True
False,False,False,False,False,False,False,False,True,False,1,0,0,1,0.995941558,0.296469156,246.4,0.0,0,7.0,False
False,True,False,False,False,True,False,False,False,True,1,0,0,0,0.037111334,0.366349047,34.37931034,0.0,0,8.0,True
False,False,False,False,False,False,True,False,False,True,1,1,0,0,0.0,0.0,171.319209259,0.002846418,0,2.0,True
False,True,False,False,False,False,False,True,False,False,1,0,0,1,0.0,0.0,170.75,0.0,0,6.0,True
False,True,False,False,False,False,False,True,False,False,0,0,0,0,0.406779661,1.0,7.375,0.0,0,2.0,False
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.384384384,3.0,7.4,0.022222223,0,10.0,True
True,False,False,False,False,True,False,False,False,False,1,1,0,1,0.544529262,1.858778626,17.86363636,0.045454547,1,3.0,True
False,True,False,False,True,False,False,False,False,True,1,1,0,1,0.180428135,2.0,36.33333333,0.0,1,10.0,True
False,True,False,False,False,True,False,False,False,True,1,0,0,1,0.309327037,0.431227863,141.1666667,0.0,1,6.0,True
False,True,False,False,False,False,False,False,True,False,1,0,0,0,0.0,0.0,47.7,0.0,0,2.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,0,0.472885033,0.792299349,35.46153846,0.0,0,5.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.839416058,1.777372263,15.22222222,0.0,0,8.0,True
False,False,False,False,False,False,True,False,False,False,1,0,1,1,1.0,3.35862069,62.14285714,0.0,0,5.0,True
False,True,False,False,False,False,True,False,False,False,1,0,0,0,0.0,0.0,62.8,0.0,0,4.0,True
False,True,False,False,True,False,False,False,False,False,1,1,0,1,0.950678175,0.450369914,101.375,0.0,1,6.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,1,0.0,0.0,32.83333333,0.0,0,4.0,True
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.145768025,0.286246082,17.97183099,0.0,0,6.0,False
False,True,False,True,False,False,False,False,False,True,0,0,0,0,0.0,0.0,146.474658288,0.035777414,1,6.0,True
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.792656587,1.183315335,92.6,0.0,1,9.0,False
False,False,False,False,True,False,False,False,False,True,1,0,0,0,1.0,1.0,55.0,0.0,1,6.0,True
False,False,False,False,True,False,False,False,False,False,1,0,1,1,0.0,0.0,115.7142857,0.0,1,8.0,False
False,False,False,False,True,False,False,False,False,False,1,0,0,1,1.0,2.0,22.23076923,0.0,0,5.0,True
False,True,False,False,False,True,False,False,False,False,1,0,0,1,0.0,0.0,81.5,0.0,0,4.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,0,0.425191816,0.700607417,173.7777778,0.0,0,9.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,1.0,1.995901639,30.5,0.0,0,7.0,True
True,False,False,False,True,False,False,False,False,False,1,0,0,1,1.0,1.892487047,53.285320005,2.3584e-05,0,10.0,True
False,True,False,False,False,True,False,False,False,True,1,1,1,0,1.0,2.0,19.0,0.0,0,7.0,False
False,True,False,False,False,False,True,False,False,False,1,0,1,1,1.0,2.1915,83.33333333,0.0,0,8.0,True
False,True,False,False,False,False,True,False,False,False,1,1,0,1,0.0,0.0,96.0,0.0,0,6.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,0,0.0,0.0,137.2,0.0,0,6.0,True
False,False,False,False,False,True,False,False,False,False,0,0,0,0,0.762962963,3.0,22.5,0.0,0,4.0,True
True,False,False,False,False,False,False,True,False,False,0,0,0,0,0.459459459,1.0,86.33333333,0.0,0,5.0,False
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.352517986,2.102158273,46.33333333,0.0,1,6.0,True
True,False,False,False,False,False,True,False,False,False,1,0,0,0,0.224952741,0.460302457,37.78571429,0.0,0,4.0,False
False,False,False,True,False,False,False,False,False,True,1,0,0,0,1.0,1.0,17.66666667,0.0,0,5.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,1,0.15546875,0.285351563,182.8571429,0.0,1,10.0,False
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.993939394,0.442727273,75.0,0.0,0,4.0,False
False,False,False,False,False,False,False,False,True,False,1,0,0,1,1.0,1.0,20.2,0.0,1,5.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.569892473,1.0,8.454545455,0.0,0,9.0,True
False,False,False,False,False,False,False,False,True,False,1,0,0,0,1.0,1.238135593,196.6666667,0.0,0,6.0,False
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.0,0.0,31.4,0.0,0,8.0,True
False,True,False,False,False,False,True,False,False,False,0,0,0,0,0.998732573,0.462927757,35.86363636,0.045454547,0,3.0,False
False,True,False,False,False,False,False,True,False,False,1,1,0,1,0.0,0.0,84.75,0.0,1,2.0,False
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.0,0.0,21.72,0.0,0,6.0,False
False,True,False,False,False,False,False,True,False,False,1,0,0,0,1.0,0.858065779,182.4285714,0.0,0,7.0,False
False,False,False,False,False,False,False,True,False,False,1,0,0,1,0.996763754,0.295509709,61.8,0.0,0,7.0,False
False,True,False,False,False,False,True,False,False,False,1,1,0,0,0.0,0.0,76.0,0.0,0,4.0,False
False,True,False,False,False,False,False,False,True,False,1,1,0,0,0.997920998,0.759355509,96.2,0.0,1,4.0,True
True,False,False,False,False,False,False,False,True,True,1,1,0,1,0.0,0.0,92.690487363,0.002876474,0,3.0,True
False,True,False,False,False,True,False,False,False,True,1,0,1,1,0.564142195,0.564528594,71.88888889,0.0,0,6.0,True
False,True,False,False,False,False,False,True,False,False,1,0,0,1,0.0,0.0,11.75,0.0,0,2.0,True
False,True,False,False,False,False,False,False,True,False,1,1,1,1,0.0,0.0,43.27272727,0.181818187,1,5.0,False
False,False,False,False,True,False,False,False,False,False,1,1,0,1,0.0,0.0,37.1,0.0,0,5.0,True
False,False,False,False,False,True,False,False,False,False,1,0,0,0,0.0,0.0,24.64102564,0.0,1,6.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,1,1.0,2.0,71.75,0.0,0,7.0,False
False,False,False,False,True,False,False,False,False,False,1,0,0,1,0.0,0.0,651.0,0.0,0,7.0,True
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.453164557,4.623417722,12.34375,0.0,0,8.0,False
False,False,False,False,False,True,False,False,False,False,0,0,0,1,1.0,1.78606357,81.8,0.0,0,6.0,True
False,True,False,False,False,False,False,False,True,False,1,1,0,0,0.0,0.0,197.0,0.0,1,4.0,False
False,True,False,False,False,True,False,False,False,False,1,0,0,0,0.654719235,0.218189964,40.82926829,0.048780486,0,9.0,False
False,False,False,False,False,False,True,False,False,False,1,0,1,0,0.435483871,0.981854839,24.8,0.0,0,8.0,True
False,True,False,False,False,False,True,False,False,False,1,1,0,1,0.652694611,1.0,20.875,0.125,1,10.0,True
False,False,False,False,False,False,False,True,False,False,1,1,0,1,1.0,0.875899281,41.7,0.0,0,10.0,False
False,False,False,False,False,False,True,False,False,False,1,1,1,1,0.368794326,1.0,14.1,0.0,1,9.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,1,0.0,0.0,21.640736247,0.024915705,1,8.0,True
False,True,False,False,True,False,False,False,False,True,1,0,1,0,0.431761787,2.71898263,17.52173913,0.0,1,8.0,True
False,True,False,False,False,True,False,False,False,False,1,1,1,1,0.894988067,0.871718377,59.85714286,0.0,1,9.0,True
False,False,False,False,True,False,False,False,False,False,1,0,0,0,0.068965517,0.381661442,159.5,0.0,0,9.0,True
False,True,False,False,False,False,False,True,False,False,1,0,0,0,0.295103093,0.941365979,388.0,0.0,0,4.0,True
False,False,False,False,False,False,False,True,False,False,1,1,0,1,0.998148148,0.676388889,12.0,0.0,1,7.0,True
False,True,False,False,False,True,False,False,False,True,1,0,0,1,0.0,0.0,15.75,0.0,0,1.0,True
False,False,False,False,True,False,False,False,False,False,1,1,0,1,1.0,5.0,104.0,0.0,0,7.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.971030043,0.391899142,46.6,0.0,0,5.0,False
False,True,False,False,False,False,False,True,False,False,1,1,0,1,0.0,0.0,250.0,0.0,0,7.0,False
False,True,False,False,False,False,True,False,False,True,1,1,0,1,0.912350598,3.0,62.75,0.0,0,6.0,True
False,True,False,False,True,False,False,False,False,True,0,0,0,0,0.771889401,3.366359447,24.11111111,0.0,1,10.0,True
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.0,0.0,64.625,0.0,1,5.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.172774869,0.956151832,76.4,0.0,1,5.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,0,0.900621118,2.0,107.3333333,0.0,0,4.0,False
False,True,False,False,False,True,False,False,False,False,1,0,1,1,0.315391085,0.307190917,38.35483871,0.0,1,7.0,False
False,True,False,False,False,True,False,False,False,False,1,1,0,0,0.0,0.0,102.0,0.0,0,5.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,0,1.0,1.694895592,215.5,0.0,0,6.0,True
True,True,False,False,True,False,False,False,False,False,1,0,0,0,0.254950495,1.808168317,80.8,0.0,0,7.0,True
True,False,False,False,True,False,False,False,False,False,1,0,0,0,1.0,1.543309859,47.33333333,0.0,0,9.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.479569892,0.785483871,65.302184651,5.0022e-05,0,10.0,True
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.0,0.0,132.2,0.0,0,6.0,True
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.978013647,0.830742987,42.5483871,0.0,0,3.0,False
False,False,False,False,False,False,False,True,False,False,1,0,0,1,0.0,0.0,98.0,0.0,0,6.0,True
False,True,False,False,False,False,False,False,True,True,1,1,0,1,0.0,0.0,65.71428571,0.142857149,1,2.0,True
False,True,False,False,False,True,False,False,False,False,0,0,0,0,0.0,0.0,21.35294118,0.117647059,1,9.0,True
False,False,False,False,False,False,True,False,False,False,1,0,0,1,0.0,0.0,28.86666667,0.0,0,3.0,True
False,False,False,False,False,True,False,False,False,False,1,1,0,1,0.0,0.0,181.867137996,0.011333999,0,9.0,True
False,True,False,False,True,False,False,False,False,True,1,0,1,1,0.014775726,0.192744063,189.5,0.0,0,9.0,True
False,True,False,False,True,False,False,False,False,False,1,0,1,0,0.347328244,0.697041985,65.5,0.0,0,7.0,True
False,False,False,False,False,False,False,True,False,False,1,0,0,0,0.166666667,1.0,21.0,0.0,0,3.0,False
False,False,False,False,True,False,False,False,False,False,1,0,0,0,0.66918429,3.310422961,12.03636364,0.0,0,6.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.996960486,1.0,17.31578947,0.157894731,1,9.0,True
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.915023793,0.248300476,294.2,0.200000003,0,3.0,False
False,True,False,False,False,False,False,True,False,False,1,0,0,1,0.0,0.0,139.5,0.0,1,4.0,False
False,True,False,False,False,False,False,False,True,False,1,0,0,1,1.0,1.698837209,86.0,0.0,0,8.0,True
True,False,False,False,True,False,False,False,False,False,1,0,0,1,0.927579964,0.44085697,66.28,0.0,0,9.0,True
False,False,False,False,False,True,False,False,False,True,1,0,0,1,0.451530612,2.795280612,130.6666667,0.0,0,9.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,1,0.603524229,1.0,37.83333333,0.0,0,9.0,True
False,True,False,False,False,True,False,False,False,False,1,0,1,0,0.0,0.0,75.0,0.0,1,8.0,False
False,False,False,False,True,False,False,False,False,True,1,0,0,0,0.0,0.0,37.0,0.0,1,8.0,True
False,True,False,False,False,False,False,False,True,False,1,1,1,1,0.0,0.0,24.46666667,0.0,1,2.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,0,0.92953668,0.70511583,157.206377337,6.972e-06,0,6.0,True
False,False,False,False,False,False,True,False,False,False,1,1,0,1,1.0,2.906498674,25.13333333,0.0,0,9.0,True
False,False,False,False,False,True,False,False,False,True,1,1,0,0,0.035983264,0.611297071,199.1666667,0.0,0,1.0,True
False,True,False,False,False,True,False,False,False,True,1,0,0,1,0.0,0.0,21.1,0.100000001,1,8.0,True
False,True,False,False,True,False,False,False,False,False,1,0,1,0,0.735955056,1.0,71.2,0.0,0,7.0,False
False,False,False,False,False,True,False,False,False,True,1,1,0,1,0.545454545,1.0,25.66666667,0.0,0,9.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,1,0.056390977,1.029840226,354.6666667,0.0,0,10.0,True
False,True,False,False,True,False,False,False,False,True,1,0,0,0,0.0,0.0,186.5,0.0,0,5.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,1,0.0,0.0,35.9,0.0,0,10.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,0,1.0,2.824097938,77.6,0.0,1,8.0,True
False,True,False,False,False,False,False,True,False,False,1,0,1,1,1.0,0.717583497,509.0,0.0,0,7.0,False
False,False,False,False,False,False,False,True,False,False,1,1,0,1,0.0,0.0,2.666666667,0.0,0,10.0,True
False,True,False,False,False,False,False,False,True,False,1,1,0,1,0.76626826,0.970119522,107.5714286,0.0,0,9.0,True
False,True,False,False,True,False,False,False,False,False,1,0,0,1,0.872596154,0.878004808,104.0,0.0,0,6.0,True
False,False,False,False,False,False,True,False,False,False,1,1,0,1,0.868085106,1.0,29.375,0.0,0,1.0,True
False,False,False,False,False,True,False,False,False,False,0,0,0,0,0.0,0.0,47.25,0.0,0,4.0,True
False,False,False,False,False,False,False,False,True,False,1,1,0,1,1.0,3.0,27.2,0.0,0,6.0,False
False,False,False,False,False,False,False,True,False,False,1,1,0,1,0.71627907,0.56627907,80.625,0.0,0,10.0,False
False,True,False,False,True,False,False,False,False,False,1,0,0,0,1.0,0.235341495,47.03030303,0.0,0,1.0,False
False,True,False,False,False,True,False,False,False,False,1,1,0,0,0.162580645,0.471290323,129.1666667,0.0,0,7.0,True
False,False,False,False,False,False,False,False,True,False,1,0,0,0,0.909090909,1.475757576,165.0,0.0,0,3.0,True
False,True,False,False,False,True,False,False,False,False,1,1,0,0,0.953389831,1.0,33.71428571,0.142857149,1,6.0,True
